Epoch,beta_max/4,beta_max,4beta_max
544,-11.582299,-11.495766,-11.706804
545,-11.579633,-11.493079,-11.705224
546,-11.579323,-11.492385,-11.704187
547,-11.577662,-11.491303,-11.701673
548,-11.576134,-11.490718,-11.699538
549,-11.575160,-11.489501,-11.698549
550,-11.573898,-11.486920,-11.699664
551,-11.571652,-11.484103,-11.697995
552,-11.569018,-11.481963,-11.694236
553,-11.568219,-11.478178,-11.691302
554,-11.567398,-11.475071,-11.687386
555,-11.566951,-11.474046,-11.685648
556,-11.564676,-11.473346,-11.683052
557,-11.561816,-11.473654,-11.681198
558,-11.561713,-11.472927,-11.679858
559,-11.559698,-11.471780,-11.679004
560,-11.558754,-11.470002,-11.678324
561,-11.555512,-11.467903,-11.677718
562,-11.553371,-11.463398,-11.676768
563,-11.554283,-11.461845,-11.674791
564,-11.553916,-11.458833,-11.673212
565,-11.551617,-11.458687,-11.671988
566,-11.550863,-11.459532,-11.669732
567,-11.548264,-11.459410,-11.667657
568,-11.546381,-11.458404,-11.665006
569,-11.546871,-11.456586,-11.663162
570,-11.544715,-11.454743,-11.662044
571,-11.541653,-11.454222,-11.658920
572,-11.538822,-11.453637,-11.658280
573,-11.536792,-11.451463,-11.657068
574,-11.535980,-11.448320,-11.654292
575,-11.535152,-11.444330,-11.653056
576,-11.534411,-11.441575,-11.652032
577,-11.533641,-11.440495,-11.649809
578,-11.532045,-11.439504,-11.646474
579,-11.530034,-11.438102,-11.643175
580,-11.529423,-11.437128,-11.641222
581,-11.527830,-11.436482,-11.639557
582,-11.525269,-11.435720,-11.638667
583,-11.523602,-11.433748,-11.639282
584,-11.523677,-11.430926,-11.639427
585,-11.523440,-11.430063,-11.638304
586,-11.521908,-11.429734,-11.637223
587,-11.521174,-11.430078,-11.633815
588,-11.518617,-11.429294,-11.631038
589,-11.515828,-11.428110,-11.628951
590,-11.515383,-11.427687,-11.626481
591,-11.514166,-11.425833,-11.627100
592,-11.511518,-11.423504,-11.626264
593,-11.510923,-11.421436,-11.625260
594,-11.509316,-11.417816,-11.623179
