beta,q_v,q_h,r_v,q_v_hat,q_h_hat,r_v_hat,iter
16.5400,1.0369166453e-02,6.9034342283e-01,1.0980892498e-04,9.4429177367e+01,1.4183547287e+00,2.5000000000e-33,3.0
16.5500,1.0356822216e-02,6.9034883765e-01,1.0954483934e-04,9.4544136252e+01,1.4183797485e+00,2.5000000000e-33,3.0
16.5600,1.0344499897e-02,6.9035424263e-01,1.0928154648e-04,9.4659164616e+01,1.4184047235e+00,2.5000000000e-33,3.0
16.5700,1.0332199446e-02,6.9035963781e-01,1.0901904354e-04,9.4774262460e+01,1.4184296538e+00,2.5000000000e-33,3.0
16.5800,1.0319920810e-02,6.9036502321e-01,1.0875732770e-04,9.4889429783e+01,1.4184545395e+00,2.5000000000e-33,3.0
16.5900,1.0307663938e-02,6.9037039884e-01,1.0849639611e-04,9.5004666585e+01,1.4184793806e+00,2.5000000000e-33,3.0
16.6000,1.0295428780e-02,6.9037576474e-01,1.0823624597e-04,9.5119972866e+01,1.4185041773e+00,2.5000000000e-33,3.0
16.6100,1.0283215284e-02,6.9038112092e-01,1.0797687447e-04,9.5235348626e+01,1.4185289297e+00,2.5000000000e-33,3.0
16.6200,1.0271023399e-02,6.9038646742e-01,1.0771827882e-04,9.5350793865e+01,1.4185536379e+00,2.5000000000e-33,3.0
16.6300,1.0258853075e-02,6.9039180425e-01,1.0746045623e-04,9.5466308584e+01,1.4185783020e+00,2.5000000000e-33,3.0
16.6400,1.0246704261e-02,6.9039713143e-01,1.0720340394e-04,9.5581892782e+01,1.4186029221e+00,2.5000000000e-33,3.0
16.6500,1.0234576907e-02,6.9040244900e-01,1.0694711919e-04,9.5697546459e+01,1.4186274983e+00,2.5000000000e-33,3.0
16.6600,1.0222470963e-02,6.9040775697e-01,1.0669159923e-04,9.5813269615e+01,1.4186520308e+00,2.5000000000e-33,3.0
16.6700,1.0210386377e-02,6.9041305537e-01,1.0643684133e-04,9.5929062251e+01,1.4186765195e+00,2.5000000000e-33,3.0
16.6800,1.0198323102e-02,6.9041834421e-01,1.0618284276e-04,9.6044924365e+01,1.4187009647e+00,2.5000000000e-33,3.0
16.6900,1.0186281086e-02,6.9042362353e-01,1.0592960081e-04,9.6160855959e+01,1.4187253663e+00,2.5000000000e-33,3.0
16.7000,1.0174260279e-02,6.9042889334e-01,1.0567711279e-04,9.6276857032e+01,1.4187497247e+00,2.5000000000e-33,3.0
16.7100,1.0162260634e-02,6.9043415368e-01,1.0542537599e-04,9.6392927585e+01,1.4187740397e+00,2.5000000000e-33,3.0
16.7200,1.0150282099e-02,6.9043940455e-01,1.0517438775e-04,9.6509067616e+01,1.4187983116e+00,2.5000000000e-33,3.0
16.7300,1.0138324626e-02,6.9044464599e-01,1.0492414539e-04,9.6625277127e+01,1.4188225404e+00,2.5000000000e-33,3.0
16.7400,1.0126388166e-02,6.9044987801e-01,1.0467464627e-04,9.6741556118e+01,1.4188467262e+00,2.5000000000e-33,3.0
16.7500,1.0114472670e-02,6.9045510064e-01,1.0442588772e-04,9.6857904587e+01,1.4188708692e+00,2.5000000000e-33,3.0
16.7600,1.0102578088e-02,6.9046031391e-01,1.0417786713e-04,9.6974322536e+01,1.4188949694e+00,2.5000000000e-33,3.0
16.7700,1.0090704373e-02,6.9046551782e-01,1.0393058186e-04,9.7090809964e+01,1.4189190269e+00,2.5000000000e-33,3.0
16.7800,1.0078851476e-02,6.9047071241e-01,1.0368402931e-04,9.7207366871e+01,1.4189430419e+00,2.5000000000e-33,3.0
16.7900,1.0067019348e-02,6.9047589771e-01,1.0343820687e-04,9.7323993257e+01,1.4189670144e+00,2.5000000000e-33,3.0
16.8000,1.0055207941e-02,6.9048107372e-01,1.0319311194e-04,9.7440689123e+01,1.4189909446e+00,2.5000000000e-33,3.0
16.8100,1.0043417207e-02,6.9048624047e-01,1.0294874196e-04,9.7557454468e+01,1.4190148325e+00,2.5000000000e-33,3.0
16.8200,1.0031647098e-02,6.9049139799e-01,1.0270509435e-04,9.7674289293e+01,1.4190386782e+00,2.5000000000e-33,3.0
16.8300,1.0019897566e-02,6.9049654630e-01,1.0246216656e-04,9.7791193596e+01,1.4190624819e+00,2.5000000000e-33,3.0
16.8400,1.0008168564e-02,6.9050168541e-01,1.0221995602e-04,9.7908167379e+01,1.4190862436e+00,2.5000000000e-33,3.0
16.8500,9.9964600437e-03,6.9050681536e-01,1.0197846022e-04,9.8025210642e+01,1.4191099634e+00,2.5000000000e-33,3.0
16.8600,9.9847719580e-03,6.9051193615e-01,1.0173767661e-04,9.8142323383e+01,1.4191336414e+00,2.5000000000e-33,3.0
16.8700,9.9731042595e-03,6.9051704783e-01,1.0149760268e-04,9.8259505604e+01,1.4191572778e+00,2.5000000000e-33,3.0
16.8800,9.9614569011e-03,6.9052215039e-01,1.0125823593e-04,9.8376757304e+01,1.4191808726e+00,2.5000000000e-33,3.0
16.8900,9.9498298358e-03,6.9052724388e-01,1.0101957386e-04,9.8494078484e+01,1.4192044260e+00,2.5000000000e-33,3.0
16.9000,9.9382230168e-03,6.9053232830e-01,1.0078161398e-04,9.8611469143e+01,1.4192279379e+00,2.5000000000e-33,3.0
16.9100,9.9266363971e-03,6.9053740368e-01,1.0054435381e-04,9.8728929281e+01,1.4192514086e+00,2.5000000000e-33,3.0
16.9200,9.9150699303e-03,6.9054247005e-01,1.0030779090e-04,9.8846458899e+01,1.4192748381e+00,2.5000000000e-33,3.0
16.9300,9.9035235699e-03,6.9054752742e-01,1.0007192278e-04,9.8964057996e+01,1.4192982264e+00,2.5000000000e-33,3.0
16.9400,9.8919972695e-03,6.9055257581e-01,9.9836747014e-05,9.9081726572e+01,1.4193215738e+00,2.5000000000e-33,3.0
16.9500,9.8804909830e-03,6.9055761525e-01,9.9602261162e-05,9.9199464628e+01,1.4193448803e+00,2.5000000000e-33,3.0
16.9600,9.8690046642e-03,6.9056264576e-01,9.9368462798e-05,9.9317272163e+01,1.4193681460e+00,2.5000000000e-33,3.0
16.9700,9.8575382671e-03,6.9056766735e-01,9.9135349508e-05,9.9435149178e+01,1.4193913710e+00,2.5000000000e-33,3.0
16.9800,9.8460917461e-03,6.9057268006e-01,9.8902918886e-05,9.9553095672e+01,1.4194145553e+00,2.5000000000e-33,3.0
16.9900,9.8346650554e-03,6.9057768389e-01,9.8671168537e-05,9.9671111645e+01,1.4194376992e+00,2.5000000000e-33,3.0
17.0000,9.8232581494e-03,6.9058267887e-01,9.8440096073e-05,9.9789197097e+01,1.4194608026e+00,2.5000000000e-33,3.0
17.0100,9.8118709827e-03,6.9058766503e-01,9.8209699120e-05,9.9907352029e+01,1.4194838657e+00,2.5000000000e-33,3.0
17.0200,9.8005035101e-03,6.9059264238e-01,9.7979975310e-05,1.0002557644e+02,1.4195068885e+00,2.5000000000e-33,3.0
17.0300,9.7891556863e-03,6.9059761094e-01,9.7750922287e-05,1.0014387033e+02,1.4195298712e+00,2.5000000000e-33,3.0
17.0400,9.7778274663e-03,6.9060257074e-01,9.7522537703e-05,1.0026223370e+02,1.4195528138e+00,2.5000000000e-33,3.0
17.0500,9.7665188053e-03,6.9060752179e-01,9.7294819220e-05,1.0038066655e+02,1.4195757165e+00,2.5000000000e-33,3.0
17.0600,9.7552296585e-03,6.9061246412e-01,9.7067764511e-05,1.0049916888e+02,1.4195985793e+00,2.5000000000e-33,3.0
17.0700,9.7439599811e-03,6.9061739774e-01,9.6841371257e-05,1.0061774069e+02,1.4196214023e+00,2.5000000000e-33,3.0
17.0800,9.7327097287e-03,6.9062232268e-01,9.6615637148e-05,1.0073638198e+02,1.4196441857e+00,2.5000000000e-33,3.0
17.0900,9.7214788569e-03,6.9062723895e-01,9.6390559884e-05,1.0085509274e+02,1.4196669295e+00,2.5000000000e-33,3.0
17.1000,9.7102673213e-03,6.9063214659e-01,9.6166137176e-05,1.0097387299e+02,1.4196896337e+00,2.5000000000e-33,3.0
17.1100,9.6990750780e-03,6.9063704560e-01,9.5942366742e-05,1.0109272272e+02,1.4197122986e+00,2.5000000000e-33,3.0
17.1200,9.6879020827e-03,6.9064193600e-01,9.5719246310e-05,1.0121164192e+02,1.4197349241e+00,2.5000000000e-33,3.0
17.1300,9.6767482917e-03,6.9064681783e-01,9.5496773617e-05,1.0133063061e+02,1.4197575104e+00,2.5000000000e-33,3.0
17.1400,9.6656136612e-03,6.9065169109e-01,9.5274946410e-05,1.0144968877e+02,1.4197800576e+00,2.5000000000e-33,3.0
17.1500,9.6544981474e-03,6.9065655581e-01,9.5053762444e-05,1.0156881642e+02,1.4198025657e+00,2.5000000000e-33,3.0
17.1600,9.6434017070e-03,6.9066141200e-01,9.4833219483e-05,1.0168801354e+02,1.4198250348e+00,2.5000000000e-33,3.0
17.1700,9.6323242965e-03,6.9066625970e-01,9.4613315303e-05,1.0180728014e+02,1.4198474651e+00,2.5000000000e-33,3.0
17.1800,9.6212658725e-03,6.9067109891e-01,9.4394047685e-05,1.0192661623e+02,1.4198698567e+00,2.5000000000e-33,3.0
17.1900,9.6102263921e-03,6.9067592966e-01,9.4175414422e-05,1.0204602179e+02,1.4198922095e+00,2.5000000000e-33,3.0
17.2000,9.5992058120e-03,6.9068075196e-01,9.3957413313e-05,1.0216549683e+02,1.4199145237e+00,2.5000000000e-33,3.0
17.2100,9.5882040895e-03,6.9068556585e-01,9.3740042168e-05,1.0228504135e+02,1.4199367994e+00,2.5000000000e-33,3.0
17.2200,9.5772211816e-03,6.9069037133e-01,9.3523298806e-05,1.0240465535e+02,1.4199590367e+00,2.5000000000e-33,3.0
17.2300,9.5662570459e-03,6.9069516842e-01,9.3307181054e-05,1.0252433883e+02,1.4199812357e+00,2.5000000000e-33,3.0
17.2400,9.5553116396e-03,6.9069995715e-01,9.3091686748e-05,1.0264409179e+02,1.4200033964e+00,2.5000000000e-33,3.0
17.2500,9.5443849204e-03,6.9070473753e-01,9.2876813732e-05,1.0276391423e+02,1.4200255189e+00,2.5000000000e-33,3.0
17.2600,9.5334768459e-03,6.9070950959e-01,9.2662559860e-05,1.0288380615e+02,1.4200476034e+00,2.5000000000e-33,3.0
17.2700,9.5225873741e-03,6.9071427334e-01,9.2448922994e-05,1.0300376755e+02,1.4200696499e+00,2.5000000000e-33,3.0
17.2800,9.5117164627e-03,6.9071902880e-01,9.2235901004e-05,1.0312379843e+02,1.4200916585e+00,2.5000000000e-33,3.0
17.2900,9.5008640698e-03,6.9072377600e-01,9.2023491769e-05,1.0324389878e+02,1.4201136293e+00,2.5000000000e-33,3.0
17.3000,9.4900301536e-03,6.9072851495e-01,9.1811693178e-05,1.0336406862e+02,1.4201355623e+00,2.5000000000e-33,3.0
17.3100,9.4792146725e-03,6.9073324566e-01,9.1600503125e-05,1.0348430794e+02,1.4201574578e+00,2.5000000000e-33,3.0
17.3200,9.4684175847e-03,6.9073796817e-01,9.1389919517e-05,1.0360461673e+02,1.4201793156e+00,2.5000000000e-33,3.0
17.3300,9.4576388488e-03,6.9074268248e-01,9.1179940266e-05,1.0372499501e+02,1.4202011360e+00,2.5000000000e-33,3.0
17.3400,9.4468784234e-03,6.9074738862e-01,9.0970563292e-05,1.0384544276e+02,1.4202229190e+00,2.5000000000e-33,3.0
17.3500,9.4361362673e-03,6.9075208661e-01,9.0761786527e-05,1.0396596000e+02,1.4202446648e+00,2.5000000000e-33,3.0
17.3600,9.4254123393e-03,6.9075677646e-01,9.0553607908e-05,1.0408654671e+02,1.4202663733e+00,2.5000000000e-33,3.0
17.3700,9.4147065984e-03,6.9076145820e-01,9.0346025381e-05,1.0420720290e+02,1.4202880446e+00,2.5000000000e-33,3.0
17.3800,9.4040190037e-03,6.9076613184e-01,9.0139036900e-05,1.0432792858e+02,1.4203096790e+00,2.5000000000e-33,3.0
17.3900,9.3933495144e-03,6.9077079740e-01,8.9932640429e-05,1.0444872373e+02,1.4203312763e+00,2.5000000000e-33,3.0
17.4000,9.3826980899e-03,6.9077545490e-01,8.9726833938e-05,1.0456958836e+02,1.4203528368e+00,2.5000000000e-33,3.0
17.4100,9.3720646895e-03,6.9078010435e-01,8.9521615405e-05,1.0469052247e+02,1.4203743606e+00,2.5000000000e-33,3.0
17.4200,9.3614492728e-03,6.9078474579e-01,8.9316982819e-05,1.0481152607e+02,1.4203958476e+00,2.5000000000e-33,3.0
17.4300,9.3508517995e-03,6.9078937922e-01,8.9112934173e-05,1.0493259914e+02,1.4204172979e+00,2.5000000000e-33,3.0
17.4400,9.3402722294e-03,6.9079400466e-01,8.8909467472e-05,1.0505374169e+02,1.4204387118e+00,2.5000000000e-33,3.0
17.4500,9.3297105222e-03,6.9079862213e-01,8.8706580725e-05,1.0517495372e+02,1.4204600891e+00,2.5000000000e-33,3.0
17.4600,9.3191666381e-03,6.9080323166e-01,8.8504271952e-05,1.0529623523e+02,1.4204814301e+00,2.5000000000e-33,3.0
17.4700,9.3086405371e-03,6.9080783325e-01,8.8302539179e-05,1.0541758622e+02,1.4205027348e+00,2.5000000000e-33,3.0
17.4800,9.2981321794e-03,6.9081242693e-01,8.8101380441e-05,1.0553900669e+02,1.4205240033e+00,2.5000000000e-33,3.0
17.4900,9.2876415255e-03,6.9081701271e-01,8.7900793780e-05,1.0566049664e+02,1.4205452357e+00,2.5000000000e-33,3.0
17.5000,9.2771685356e-03,6.9082159062e-01,8.7700777247e-05,1.0578205606e+02,1.4205664320e+00,2.5000000000e-33,3.0
17.5100,9.2667131704e-03,6.9082616067e-01,8.7501328900e-05,1.0590368497e+02,1.4205875924e+00,2.5000000000e-33,3.0
17.5200,9.2562753906e-03,6.9083072288e-01,8.7302446803e-05,1.0602538336e+02,1.4206087168e+00,2.5000000000e-33,3.0
17.5300,9.2458551568e-03,6.9083527726e-01,8.7104129032e-05,1.0614715123e+02,1.4206298055e+00,2.5000000000e-33,3.0
17.5400,9.2354524300e-03,6.9083982384e-01,8.6906373665e-05,1.0626898857e+02,1.4206508584e+00,2.5000000000e-33,3.0
17.5500,9.2250671712e-03,6.9084436263e-01,8.6709178792e-05,1.0639089540e+02,1.4206718757e+00,2.5000000000e-33,3.0
17.5600,9.2146993414e-03,6.9084889366e-01,8.6512542510e-05,1.0651287171e+02,1.4206928574e+00,2.5000000000e-33,3.0
17.5700,9.2043489019e-03,6.9085341693e-01,8.6316462921e-05,1.0663491749e+02,1.4207138037e+00,2.5000000000e-33,3.0
17.5800,9.1940158139e-03,6.9085793246e-01,8.6120938137e-05,1.0675703276e+02,1.4207347145e+00,2.5000000000e-33,3.0
17.5900,9.1837000389e-03,6.9086244028e-01,8.5925966276e-05,1.0687921750e+02,1.4207555900e+00,2.5000000000e-33,3.0
17.6000,9.1734015384e-03,6.9086694040e-01,8.5731545466e-05,1.0700147173e+02,1.4207764303e+00,2.5000000000e-33,3.0
17.6100,9.1631202741e-03,6.9087143284e-01,8.5537673838e-05,1.0712379543e+02,1.4207972354e+00,2.5000000000e-33,3.0
17.6200,9.1528562076e-03,6.9087591762e-01,8.5344349533e-05,1.0724618862e+02,1.4208180054e+00,2.5000000000e-33,3.0
17.6300,9.1426093008e-03,6.9088039474e-01,8.5151570701e-05,1.0736865128e+02,1.4208387404e+00,2.5000000000e-33,3.0
17.6400,9.1323795156e-03,6.9088486424e-01,8.4959335497e-05,1.0749118343e+02,1.4208594405e+00,2.5000000000e-33,3.0
17.6500,9.1221668142e-03,6.9088932613e-01,8.4767642082e-05,1.0761378505e+02,1.4208801057e+00,2.5000000000e-33,3.0
17.6600,9.1119711586e-03,6.9089378042e-01,8.4576488628e-05,1.0773645615e+02,1.4209007361e+00,2.5000000000e-33,3.0
17.6700,9.1017925111e-03,6.9089822714e-01,8.4385873311e-05,1.0785919674e+02,1.4209213319e+00,2.5000000000e-33,3.0
17.6800,9.0916308341e-03,6.9090266629e-01,8.4195794315e-05,1.0798200680e+02,1.4209418930e+00,2.5000000000e-33,3.0
17.6900,9.0814860901e-03,6.9090709791e-01,8.4006249833e-05,1.0810488634e+02,1.4209624196e+00,2.5000000000e-33,3.0
17.7000,9.0713582415e-03,6.9091152199e-01,8.3817238062e-05,1.0822783536e+02,1.4209829117e+00,2.5000000000e-33,3.0
17.7100,9.0612472512e-03,6.9091593857e-01,8.3628757209e-05,1.0835085386e+02,1.4210033695e+00,2.5000000000e-33,3.0
17.7200,9.0511530818e-03,6.9092034766e-01,8.3440805486e-05,1.0847394185e+02,1.4210237929e+00,2.5000000000e-33,3.0
17.7300,9.0410756963e-03,6.9092474927e-01,8.3253381112e-05,1.0859709931e+02,1.4210441821e+00,2.5000000000e-33,3.0
17.7400,9.0310150575e-03,6.9092914342e-01,8.3066482315e-05,1.0872032625e+02,1.4210645372e+00,2.5000000000e-33,3.0
17.7500,9.0209711287e-03,6.9093353013e-01,8.2880107328e-05,1.0884362267e+02,1.4210848581e+00,2.5000000000e-33,3.0
17.7600,9.0109438730e-03,6.9093790942e-01,8.2694254392e-05,1.0896698857e+02,1.4211051451e+00,2.5000000000e-33,3.0
17.7700,9.0009332536e-03,6.9094228130e-01,8.2508921753e-05,1.0909042395e+02,1.4211253981e+00,2.5000000000e-33,3.0
17.7800,8.9909392340e-03,6.9094664578e-01,8.2324107667e-05,1.0921392881e+02,1.4211456173e+00,2.5000000000e-33,3.0
17.7900,8.9809617776e-03,6.9095100290e-01,8.2139810395e-05,1.0933750315e+02,1.4211658027e+00,2.5000000000e-33,3.0
17.8000,8.9710008481e-03,6.9095535266e-01,8.1956028203e-05,1.0946114697e+02,1.4211859543e+00,2.5000000000e-33,3.0
17.8100,8.9610564090e-03,6.9095969507e-01,8.1772759368e-05,1.0958486027e+02,1.4212060724e+00,2.5000000000e-33,3.0
17.8200,8.9511284242e-03,6.9096403016e-01,8.1590002171e-05,1.0970864305e+02,1.4212261569e+00,2.5000000000e-33,3.0
17.8300,8.9412168576e-03,6.9096835794e-01,8.1407754898e-05,1.0983249530e+02,1.4212462079e+00,2.5000000000e-33,3.0
17.8400,8.9313216732e-03,6.9097267843e-01,8.1226015847e-05,1.0995641704e+02,1.4212662256e+00,2.5000000000e-33,3.0
17.8500,8.9214428349e-03,6.9097699165e-01,8.1044783317e-05,1.1008040826e+02,1.4212862098e+00,2.5000000000e-33,3.0
17.8600,8.9115803071e-03,6.9098129761e-01,8.0864055617e-05,1.1020446896e+02,1.4213061609e+00,2.5000000000e-33,3.0
17.8700,8.9017340540e-03,6.9098559632e-01,8.0683831061e-05,1.1032859914e+02,1.4213260787e+00,2.5000000000e-33,3.0
17.8800,8.8919040398e-03,6.9098988781e-01,8.0504107971e-05,1.1045279879e+02,1.4213459634e+00,2.5000000000e-33,3.0
17.8900,8.8820902293e-03,6.9099417208e-01,8.0324884674e-05,1.1057706793e+02,1.4213658151e+00,2.5000000000e-33,3.0
17.9000,8.8722925868e-03,6.9099844917e-01,8.0146159505e-05,1.1070140655e+02,1.4213856339e+00,2.5000000000e-33,3.0
17.9100,8.8625110770e-03,6.9100271907e-01,7.9967930805e-05,1.1082581465e+02,1.4214054197e+00,2.5000000000e-33,3.0
17.9200,8.8527456647e-03,6.9100698182e-01,7.9790196919e-05,1.1095029222e+02,1.4214251727e+00,2.5000000000e-33,3.0
17.9300,8.8429963148e-03,6.9101123741e-01,7.9612956203e-05,1.1107483928e+02,1.4214448930e+00,2.5000000000e-33,3.0
17.9400,8.8332629922e-03,6.9101548588e-01,7.9436207016e-05,1.1119945582e+02,1.4214645806e+00,2.5000000000e-33,3.0
17.9500,8.8235456619e-03,6.9101972723e-01,7.9259947723e-05,1.1132414183e+02,1.4214842356e+00,2.5000000000e-33,3.0
17.9600,8.8138442891e-03,6.9102396149e-01,7.9084176699e-05,1.1144889733e+02,1.4215038580e+00,2.5000000000e-33,3.0
17.9700,8.8041588391e-03,6.9102818866e-01,7.8908892321e-05,1.1157372230e+02,1.4215234480e+00,2.5000000000e-33,3.0
17.9800,8.7944892771e-03,6.9103240877e-01,7.8734092974e-05,1.1169861676e+02,1.4215430056e+00,2.5000000000e-33,3.0
17.9900,8.7848355685e-03,6.9103662182e-01,7.8559777051e-05,1.1182358069e+02,1.4215625309e+00,2.5000000000e-33,3.0
18.0000,8.7751976789e-03,6.9104082784e-01,7.8385942949e-05,1.1194861411e+02,1.4215820240e+00,2.5000000000e-33,3.0
18.0100,8.7655755739e-03,6.9104502684e-01,7.8212589072e-05,1.1207371701e+02,1.4216014849e+00,2.5000000000e-33,3.0
18.0200,8.7559692192e-03,6.9104921884e-01,7.8039713829e-05,1.1219888938e+02,1.4216209136e+00,2.5000000000e-33,3.0
18.0300,8.7463785806e-03,6.9105340385e-01,7.7867315637e-05,1.1232413124e+02,1.4216403104e+00,2.5000000000e-33,3.0
18.0400,8.7368036240e-03,6.9105758188e-01,7.7695392918e-05,1.1244944257e+02,1.4216596751e+00,2.5000000000e-33,3.0
18.0500,8.7272443152e-03,6.9106175296e-01,7.7523944101e-05,1.1257482338e+02,1.4216790080e+00,2.5000000000e-33,3.0
18.0600,8.7177006206e-03,6.9106591710e-01,7.7352967619e-05,1.1270027368e+02,1.4216983091e+00,2.5000000000e-33,3.0
18.0700,8.7081725060e-03,6.9107007431e-01,7.7182461913e-05,1.1282579345e+02,1.4217175784e+00,2.5000000000e-33,3.0
18.0800,8.6986599380e-03,6.9107422461e-01,7.7012425430e-05,1.1295138271e+02,1.4217368160e+00,2.5000000000e-33,3.0
18.0900,8.6891628827e-03,6.9107836801e-01,7.6842856621e-05,1.1307704144e+02,1.4217560220e+00,2.5000000000e-33,3.0
18.1000,8.6796813066e-03,6.9108250454e-01,7.6673753946e-05,1.1320276966e+02,1.4217751964e+00,2.5000000000e-33,3.0
18.1100,8.6702151762e-03,6.9108663420e-01,7.6505115868e-05,1.1332856735e+02,1.4217943394e+00,2.5000000000e-33,3.0
18.1200,8.6607644582e-03,6.9109075701e-01,7.6336940857e-05,1.1345443452e+02,1.4218134510e+00,2.5000000000e-33,3.0
18.1300,8.6513291192e-03,6.9109487298e-01,7.6169227390e-05,1.1358037118e+02,1.4218325312e+00,2.5000000000e-33,3.0
18.1400,8.6419091261e-03,6.9109898213e-01,7.6001973948e-05,1.1370637731e+02,1.4218515801e+00,2.5000000000e-33,3.0
18.1500,8.6325044457e-03,6.9110308448e-01,7.5835179019e-05,1.1383245292e+02,1.4218705979e+00,2.5000000000e-33,3.0
18.1600,8.6231150450e-03,6.9110718004e-01,7.5668841097e-05,1.1395859802e+02,1.4218895845e+00,2.5000000000e-33,3.0
18.1700,8.6137408911e-03,6.9111126883e-01,7.5502958680e-05,1.1408481259e+02,1.4219085400e+00,2.5000000000e-33,3.0
18.1800,8.6043819510e-03,6.9111535085e-01,7.5337530274e-05,1.1421109664e+02,1.4219274646e+00,2.5000000000e-33,3.0
18.1900,8.5950381922e-03,6.9111942613e-01,7.5172554390e-05,1.1433745018e+02,1.4219463582e+00,2.5000000000e-33,3.0
18.2000,8.5857095818e-03,6.9112349468e-01,7.5008029543e-05,1.1446387319e+02,1.4219652209e+00,2.5000000000e-33,3.0
18.2100,8.5763960872e-03,6.9112755652e-01,7.4843954256e-05,1.1459036568e+02,1.4219840529e+00,2.5000000000e-33,3.0
18.2200,8.5670976761e-03,6.9113161165e-01,7.4680327056e-05,1.1471692765e+02,1.4220028541e+00,2.5000000000e-33,3.0
18.2300,8.5578143159e-03,6.9113566010e-01,7.4517146477e-05,1.1484355911e+02,1.4220216246e+00,2.5000000000e-33,3.0
18.2400,8.5485459744e-03,6.9113970188e-01,7.4354411057e-05,1.1497026004e+02,1.4220403646e+00,2.5000000000e-33,3.0
18.2500,8.5392926193e-03,6.9114373700e-01,7.4192119342e-05,1.1509703045e+02,1.4220590740e+00,2.5000000000e-33,3.0
18.2600,8.5300542184e-03,6.9114776548e-01,7.4030269881e-05,1.1522387034e+02,1.4220777530e+00,2.5000000000e-33,3.0
18.2700,8.5208307397e-03,6.9115178733e-01,7.3868861230e-05,1.1535077972e+02,1.4220964015e+00,2.5000000000e-33,3.0
18.2800,8.5116221511e-03,6.9115580258e-01,7.3707891949e-05,1.1547775857e+02,1.4221150197e+00,2.5000000000e-33,3.0
18.2900,8.5024284209e-03,6.9115981122e-01,7.3547360605e-05,1.1560480690e+02,1.4221336077e+00,2.5000000000e-33,3.0
18.3000,8.4932495172e-03,6.9116381328e-01,7.3387265771e-05,1.1573192471e+02,1.4221521654e+00,2.5000000000e-33,3.0
18.3100,8.4840854082e-03,6.9116780877e-01,7.3227606023e-05,1.1585911201e+02,1.4221706930e+00,2.5000000000e-33,3.0
18.3200,8.4749360623e-03,6.9117179770e-01,7.3068379945e-05,1.1598636878e+02,1.4221891905e+00,2.5000000000e-33,3.0
18.3300,8.4658014480e-03,6.9117578010e-01,7.2909586124e-05,1.1611369503e+02,1.4222076581e+00,2.5000000000e-33,3.0
18.3400,8.4566815337e-03,6.9117975596e-01,7.2751223154e-05,1.1624109076e+02,1.4222260956e+00,2.5000000000e-33,3.0
18.3500,8.4475762881e-03,6.9118372532e-01,7.2593289634e-05,1.1636855597e+02,1.4222445033e+00,2.5000000000e-33,3.0
18.3600,8.4384856799e-03,6.9118768818e-01,7.2435784168e-05,1.1649609067e+02,1.4222628812e+00,2.5000000000e-33,3.0
18.3700,8.4294096779e-03,6.9119164455e-01,7.2278705365e-05,1.1662369484e+02,1.4222812294e+00,2.5000000000e-33,3.0
18.3800,8.4203482508e-03,6.9119559446e-01,7.2122051841e-05,1.1675136849e+02,1.4222995478e+00,2.5000000000e-33,3.0
18.3900,8.4113013677e-03,6.9119953791e-01,7.1965822215e-05,1.1687911162e+02,1.4223178366e+00,2.5000000000e-33,3.0
18.4000,8.4022689975e-03,6.9120347492e-01,7.1810015113e-05,1.1700692423e+02,1.4223360959e+00,2.5000000000e-33,3.0
18.4100,8.3932511094e-03,6.9120740550e-01,7.1654629164e-05,1.1713480633e+02,1.4223543257e+00,2.5000000000e-33,3.0
18.4200,8.3842476726e-03,6.9121132967e-01,7.1499663004e-05,1.1726275790e+02,1.4223725260e+00,2.5000000000e-33,3.0
18.4300,8.3752586563e-03,6.9121524744e-01,7.1345115274e-05,1.1739077895e+02,1.4223906970e+00,2.5000000000e-33,3.0
18.4400,8.3662840299e-03,6.9121915882e-01,7.1190984620e-05,1.1751886948e+02,1.4224088387e+00,2.5000000000e-33,3.0
18.4500,8.3573237628e-03,6.9122306384e-01,7.1037269693e-05,1.1764702949e+02,1.4224269511e+00,2.5000000000e-33,3.0
18.4600,8.3483778244e-03,6.9122696249e-01,7.0883969149e-05,1.1777525899e+02,1.4224450343e+00,2.5000000000e-33,3.0
18.4700,8.3394461845e-03,6.9123085480e-01,7.0731081648e-05,1.1790355796e+02,1.4224630884e+00,2.5000000000e-33,3.0
18.4800,8.3305288127e-03,6.9123474078e-01,7.0578605858e-05,1.1803192641e+02,1.4224811135e+00,2.5000000000e-33,3.0
18.4900,8.3216256787e-03,6.9123862045e-01,7.0426540448e-05,1.1816036434e+02,1.4224991096e+00,2.5000000000e-33,3.0
18.5000,8.3127367523e-03,6.9124249381e-01,7.0274884096e-05,1.1828887175e+02,1.4225170767e+00,2.5000000000e-33,3.0
18.5100,8.3038620035e-03,6.9124636088e-01,7.0123635482e-05,1.1841744864e+02,1.4225350150e+00,2.5000000000e-33,3.0
18.5200,8.2950014023e-03,6.9125022168e-01,6.9972793293e-05,1.1854609502e+02,1.4225529245e+00,2.5000000000e-33,3.0
18.5300,8.2861549187e-03,6.9125407621e-01,6.9822356219e-05,1.1867481087e+02,1.4225708052e+00,2.5000000000e-33,3.0
18.5400,8.2773225229e-03,6.9125792450e-01,6.9672322956e-05,1.1880359620e+02,1.4225886573e+00,2.5000000000e-33,3.0
18.5500,8.2685041850e-03,6.9126176655e-01,6.9522692206e-05,1.1893245101e+02,1.4226064807e+00,2.5000000000e-33,3.0
