beta,q_v,q_h,r_v,q_v_hat,q_h_hat,r_v_hat,iter
6.8600,5.6194737388e-02,6.6858599418e-01,3.5720714371e-03,1.5731694726e+01,1.3222509318e+00,2.5000000000e-33,3.0
6.8700,5.6045061423e-02,6.6866305266e-01,3.5517839822e-03,1.5779411615e+01,1.3225765797e+00,2.5000000000e-33,3.0
6.8800,5.5895961055e-02,6.6873977120e-01,3.5316397357e-03,1.5827197913e+01,1.3229008895e+00,2.5000000000e-33,3.0
6.8900,5.5747433472e-02,6.6881615182e-01,3.5116374914e-03,1.5875053620e+01,1.3232238683e+00,2.5000000000e-33,3.0
6.9000,5.5599475876e-02,6.6889219650e-01,3.4917760547e-03,1.5922978738e+01,1.3235455232e+00,2.5000000000e-33,3.0
6.9100,5.5452085486e-02,6.6896790721e-01,3.4720542427e-03,1.5970973265e+01,1.3238658615e+00,2.5000000000e-33,3.0
6.9200,5.5305259536e-02,6.6904328591e-01,3.4524708842e-03,1.6019037203e+01,1.3241848901e+00,2.5000000000e-33,3.0
6.9300,5.5158995278e-02,6.6911833454e-01,3.4330248191e-03,1.6067170552e+01,1.3245026162e+00,2.5000000000e-33,3.0
6.9400,5.5013289978e-02,6.6919305503e-01,3.4137148989e-03,1.6115373313e+01,1.3248190466e+00,2.5000000000e-33,3.0
6.9500,5.4868140917e-02,6.6926744929e-01,3.3945399860e-03,1.6163645485e+01,1.3251341883e+00,2.5000000000e-33,3.0
6.9600,5.4723545392e-02,6.6934151922e-01,3.3754989539e-03,1.6211987069e+01,1.3254480482e+00,2.5000000000e-33,3.0
6.9700,5.4579500717e-02,6.6941526672e-01,3.3565906872e-03,1.6260398066e+01,1.3257606332e+00,2.5000000000e-33,3.0
6.9800,5.4436004219e-02,6.6948869366e-01,3.3378140809e-03,1.6308878475e+01,1.3260719500e+00,2.5000000000e-33,3.0
6.9900,5.4293053241e-02,6.6956180188e-01,3.3191680411e-03,1.6357428298e+01,1.3263820053e+00,2.5000000000e-33,3.0
7.0000,5.4150645142e-02,6.6963459325e-01,3.3006514841e-03,1.6406047535e+01,1.3266908060e+00,2.5000000000e-33,3.0
7.0100,5.4008777295e-02,6.6970706958e-01,3.2822633367e-03,1.6454736185e+01,1.3269983586e+00,2.5000000000e-33,3.0
7.0200,5.3867447089e-02,6.6977923271e-01,3.2640025363e-03,1.6503494250e+01,1.3273046698e+00,2.5000000000e-33,3.0
7.0300,5.3726651926e-02,6.6985108444e-01,3.2458680301e-03,1.6552321729e+01,1.3276097461e+00,2.5000000000e-33,3.0
7.0400,5.3586389224e-02,6.6992262655e-01,3.2278587758e-03,1.6601218624e+01,1.3279135941e+00,2.5000000000e-33,3.0
7.0500,5.3446656416e-02,6.6999386084e-01,3.2099737407e-03,1.6650184934e+01,1.3282162202e+00,2.5000000000e-33,3.0
7.0600,5.3307450948e-02,6.7006478906e-01,3.1922119022e-03,1.6699220660e+01,1.3285176310e+00,2.5000000000e-33,3.0
7.0700,5.3168770283e-02,6.7013541298e-01,3.1745722475e-03,1.6748325802e+01,1.3288178329e+00,2.5000000000e-33,3.0
7.0800,5.3030611896e-02,6.7020573433e-01,3.1570537733e-03,1.6797500361e+01,1.3291168321e+00,2.5000000000e-33,3.0
7.0900,5.2892973277e-02,6.7027575484e-01,3.1396554861e-03,1.6846744336e+01,1.3294146350e+00,2.5000000000e-33,3.0
7.1000,5.2755851931e-02,6.7034547623e-01,3.1223764016e-03,1.6896057728e+01,1.3297112479e+00,2.5000000000e-33,3.0
7.1100,5.2619245376e-02,6.7041490022e-01,3.1052155449e-03,1.6945440539e+01,1.3300066771e+00,2.5000000000e-33,3.0
7.1200,5.2483151145e-02,6.7048402848e-01,3.0881719506e-03,1.6994892767e+01,1.3303009287e+00,2.5000000000e-33,3.0
7.1300,5.2347566784e-02,6.7055286270e-01,3.0712446621e-03,1.7044414413e+01,1.3305940089e+00,2.5000000000e-33,3.0
7.1400,5.2212489854e-02,6.7062140454e-01,3.0544327321e-03,1.7094005478e+01,1.3308859239e+00,2.5000000000e-33,3.0
7.1500,5.2077917928e-02,6.7068965568e-01,3.0377352222e-03,1.7143665961e+01,1.3311766796e+00,2.5000000000e-33,3.0
7.1600,5.1943848595e-02,6.7075761774e-01,3.0211512028e-03,1.7193395864e+01,1.3314662823e+00,2.5000000000e-33,3.0
7.1700,5.1810279456e-02,6.7082529237e-01,3.0046797531e-03,1.7243195187e+01,1.3317547378e+00,2.5000000000e-33,3.0
7.1800,5.1677208126e-02,6.7089268119e-01,2.9883199610e-03,1.7293063929e+01,1.3320420521e+00,2.5000000000e-33,3.0
7.1900,5.1544632233e-02,6.7095978580e-01,2.9720709229e-03,1.7343002091e+01,1.3323282312e+00,2.5000000000e-33,3.0
7.2000,5.1412549418e-02,6.7102660781e-01,2.9559317439e-03,1.7393009675e+01,1.3326132809e+00,2.5000000000e-33,3.0
7.2100,5.1280957337e-02,6.7109314881e-01,2.9399015371e-03,1.7443086678e+01,1.3328972072e+00,2.5000000000e-33,3.0
7.2200,5.1149853658e-02,6.7115941036e-01,2.9239794242e-03,1.7493233104e+01,1.3331800157e+00,2.5000000000e-33,3.0
7.2300,5.1019236062e-02,6.7122539405e-01,2.9081645352e-03,1.7543448950e+01,1.3334617124e+00,2.5000000000e-33,3.0
7.2400,5.0889102244e-02,6.7129110141e-01,2.8924560080e-03,1.7593734219e+01,1.3337423029e+00,2.5000000000e-33,3.0
7.2500,5.0759449910e-02,6.7135653400e-01,2.8768529886e-03,1.7644088909e+01,1.3340217929e+00,2.5000000000e-33,3.0
7.2600,5.0630276780e-02,6.7142169335e-01,2.8613546311e-03,1.7694513022e+01,1.3343001882e+00,2.5000000000e-33,3.0
7.2700,5.0501580588e-02,6.7148658098e-01,2.8459600972e-03,1.7745006558e+01,1.3345774943e+00,2.5000000000e-33,3.0
7.2800,5.0373359079e-02,6.7155119840e-01,2.8306685567e-03,1.7795569517e+01,1.3348537169e+00,2.5000000000e-33,3.0
7.2900,5.0245610011e-02,6.7161554712e-01,2.8154791869e-03,1.7846201899e+01,1.3351288615e+00,2.5000000000e-33,3.0
7.3000,5.0118331155e-02,6.7167962863e-01,2.8003911728e-03,1.7896903705e+01,1.3354029336e+00,2.5000000000e-33,3.0
7.3100,4.9991520293e-02,6.7174344439e-01,2.7854037069e-03,1.7947674935e+01,1.3356759388e+00,2.5000000000e-33,3.0
7.3200,4.9865175222e-02,6.7180699590e-01,2.7705159893e-03,1.7998515589e+01,1.3359478824e+00,2.5000000000e-33,3.0
7.3300,4.9739293750e-02,6.7187028460e-01,2.7557272274e-03,1.8049425667e+01,1.3362187700e+00,2.5000000000e-33,3.0
7.3400,4.9613873695e-02,6.7193331195e-01,2.7410366358e-03,1.8100405171e+01,1.3364886068e+00,2.5000000000e-33,3.0
7.3500,4.9488912892e-02,6.7199607939e-01,2.7264434365e-03,1.8151454099e+01,1.3367573983e+00,2.5000000000e-33,3.0
7.3600,4.9364409183e-02,6.7205858834e-01,2.7119468586e-03,1.8202572453e+01,1.3370251498e+00,2.5000000000e-33,3.0
7.3700,4.9240360426e-02,6.7212084022e-01,2.6975461383e-03,1.8253760233e+01,1.3372918666e+00,2.5000000000e-33,3.0
7.3800,4.9116764488e-02,6.7218283646e-01,2.6832405187e-03,1.8305017439e+01,1.3375575539e+00,2.5000000000e-33,3.0
7.3900,4.8993619250e-02,6.7224457844e-01,2.6690292501e-03,1.8356344071e+01,1.3378222169e+00,2.5000000000e-33,3.0
7.4000,4.8870922604e-02,6.7230606756e-01,2.6549115893e-03,1.8407740130e+01,1.3380858609e+00,2.5000000000e-33,3.0
7.4100,4.8748672453e-02,6.7236730521e-01,2.6408868002e-03,1.8459205616e+01,1.3383484910e+00,2.5000000000e-33,3.0
7.4200,4.8626866713e-02,6.7242829274e-01,2.6269541534e-03,1.8510740528e+01,1.3386101122e+00,2.5000000000e-33,3.0
7.4300,4.8505503310e-02,6.7248903153e-01,2.6131129258e-03,1.8562344868e+01,1.3388707298e+00,2.5000000000e-33,3.0
7.4400,4.8384580183e-02,6.7254952294e-01,2.5993624014e-03,1.8614018636e+01,1.3391303488e+00,2.5000000000e-33,3.0
7.4500,4.8264095281e-02,6.7260976829e-01,2.5857018703e-03,1.8665761832e+01,1.3393889742e+00,2.5000000000e-33,3.0
7.4600,4.8144046566e-02,6.7266976894e-01,2.5721306293e-03,1.8717574456e+01,1.3396466109e+00,2.5000000000e-33,3.0
7.4700,4.8024432010e-02,6.7272952620e-01,2.5586479815e-03,1.8769456509e+01,1.3399032641e+00,2.5000000000e-33,3.0
7.4800,4.7905249597e-02,6.7278904139e-01,2.5452532362e-03,1.8821407991e+01,1.3401589385e+00,2.5000000000e-33,3.0
7.4900,4.7786497322e-02,6.7284831582e-01,2.5319457091e-03,1.8873428901e+01,1.3404136392e+00,2.5000000000e-33,3.0
7.5000,4.7668173190e-02,6.7290735080e-01,2.5187247220e-03,1.8925519241e+01,1.3406673710e+00,2.5000000000e-33,3.0
7.5100,4.7550275218e-02,6.7296614761e-01,2.5055896030e-03,1.8977679011e+01,1.3409201387e+00,2.5000000000e-33,3.0
7.5200,4.7432801434e-02,6.7302470752e-01,2.4925396860e-03,1.9029908210e+01,1.3411719471e+00,2.5000000000e-33,3.0
7.5300,4.7315749877e-02,6.7308303183e-01,2.4795743110e-03,1.9082206840e+01,1.3414228011e+00,2.5000000000e-33,3.0
7.5400,4.7199118597e-02,6.7314112179e-01,2.4666928241e-03,1.9134574900e+01,1.3416727054e+00,2.5000000000e-33,3.0
7.5500,4.7082905652e-02,6.7319897865e-01,2.4538945770e-03,1.9187012390e+01,1.3419216647e+00,2.5000000000e-33,3.0
7.5600,4.6967109115e-02,6.7325660367e-01,2.4411789273e-03,1.9239519312e+01,1.3421696838e+00,2.5000000000e-33,3.0
7.5700,4.6851727067e-02,6.7331399808e-01,2.4285452386e-03,1.9292095664e+01,1.3424167672e+00,2.5000000000e-33,3.0
7.5800,4.6736757600e-02,6.7337116312e-01,2.4159928798e-03,1.9344741448e+01,1.3426629197e+00,2.5000000000e-33,3.0
7.5900,4.6622198817e-02,6.7342810001e-01,2.4035212257e-03,1.9397456664e+01,1.3429081458e+00,2.5000000000e-33,3.0
7.6000,4.6508048830e-02,6.7348480997e-01,2.3911296567e-03,1.9450241312e+01,1.3431524502e+00,2.5000000000e-33,3.0
7.6100,4.6394305763e-02,6.7354129419e-01,2.3788175585e-03,1.9503095392e+01,1.3433958374e+00,2.5000000000e-33,3.0
7.6200,4.6280967749e-02,6.7359755388e-01,2.3665843225e-03,1.9556018904e+01,1.3436383119e+00,2.5000000000e-33,3.0
7.6300,4.6168032932e-02,6.7365359024e-01,2.3544293454e-03,1.9609011849e+01,1.3438798782e+00,2.5000000000e-33,3.0
7.6400,4.6055499466e-02,6.7370940444e-01,2.3423520294e-03,1.9662074227e+01,1.3441205408e+00,2.5000000000e-33,3.0
7.6500,4.5943365515e-02,6.7376499765e-01,2.3303517817e-03,1.9715206038e+01,1.3443603042e+00,2.5000000000e-33,3.0
7.6600,4.5831629254e-02,6.7382037105e-01,2.3184280150e-03,1.9768407282e+01,1.3445991727e+00,2.5000000000e-33,3.0
7.6700,4.5720288865e-02,6.7387552580e-01,2.3065801472e-03,1.9821677960e+01,1.3448371508e+00,2.5000000000e-33,3.0
7.6800,4.5609342545e-02,6.7393046304e-01,2.2948076012e-03,1.9875018072e+01,1.3450742429e+00,2.5000000000e-33,3.0
7.6900,4.5498788495e-02,6.7398518393e-01,2.2831098051e-03,1.9928427618e+01,1.3453104532e+00,2.5000000000e-33,3.0
7.7000,4.5388624930e-02,6.7403968959e-01,2.2714861921e-03,1.9981906598e+01,1.3455457860e+00,2.5000000000e-33,3.0
7.7100,4.5278850072e-02,6.7409398116e-01,2.2599362003e-03,2.0035455013e+01,1.3457802458e+00,2.5000000000e-33,3.0
7.7200,4.5169462156e-02,6.7414805976e-01,2.2484592727e-03,2.0089072862e+01,1.3460138367e+00,2.5000000000e-33,3.0
7.7300,4.5060459424e-02,6.7420192650e-01,2.2370548572e-03,2.0142760147e+01,1.3462465630e+00,2.5000000000e-33,3.0
7.7400,4.4951840127e-02,6.7425558250e-01,2.2257224067e-03,2.0196516867e+01,1.3464784288e+00,2.5000000000e-33,3.0
7.7500,4.4843602528e-02,6.7430902884e-01,2.2144613787e-03,2.0250343022e+01,1.3467094384e+00,2.5000000000e-33,3.0
7.7600,4.4735744898e-02,6.7436226664e-01,2.2032712356e-03,2.0304238614e+01,1.3469395960e+00,2.5000000000e-33,3.0
7.7700,4.4628265517e-02,6.7441529696e-01,2.1921514444e-03,2.0358203641e+01,1.3471689056e+00,2.5000000000e-33,3.0
7.7800,4.4521162674e-02,6.7446812088e-01,2.1811014768e-03,2.0412238104e+01,1.3473973714e+00,2.5000000000e-33,3.0
7.7900,4.4414434670e-02,6.7452073949e-01,2.1701208092e-03,2.0466342004e+01,1.3476249975e+00,2.5000000000e-33,3.0
7.8000,4.4308079811e-02,6.7457315385e-01,2.1592089222e-03,2.0520515340e+01,1.3478517879e+00,2.5000000000e-33,3.0
7.8100,4.4202096416e-02,6.7462536501e-01,2.1483653015e-03,2.0574758113e+01,1.3480777466e+00,2.5000000000e-33,3.0
7.8200,4.4096482812e-02,6.7467737402e-01,2.1375894367e-03,2.0629070323e+01,1.3483028778e+00,2.5000000000e-33,3.0
7.8300,4.3991237333e-02,6.7472918192e-01,2.1268808222e-03,2.0683451971e+01,1.3485271853e+00,2.5000000000e-33,3.0
7.8400,4.3886358324e-02,6.7478078977e-01,2.1162389566e-03,2.0737903056e+01,1.3487506731e+00,2.5000000000e-33,3.0
7.8500,4.3781844139e-02,6.7483219858e-01,2.1056633429e-03,2.0792423578e+01,1.3489733452e+00,2.5000000000e-33,3.0
7.8600,4.3677693140e-02,6.7488340938e-01,2.0951534884e-03,2.0847013539e+01,1.3491952055e+00,2.5000000000e-33,3.0
7.8700,4.3573903697e-02,6.7493442318e-01,2.0847089048e-03,2.0901672938e+01,1.3494162580e+00,2.5000000000e-33,3.0
7.8800,4.3470474192e-02,6.7498524101e-01,2.0743291076e-03,2.0956401775e+01,1.3496365063e+00,2.5000000000e-33,3.0
7.8900,4.3367403013e-02,6.7503586386e-01,2.0640136170e-03,2.1011200050e+01,1.3498559545e+00,2.5000000000e-33,3.0
7.9000,4.3264688556e-02,6.7508629273e-01,2.0537619569e-03,2.1066067765e+01,1.3500746064e+00,2.5000000000e-33,3.0
7.9100,4.3162329228e-02,6.7513652861e-01,2.0435736555e-03,2.1121004918e+01,1.3502924657e+00,2.5000000000e-33,3.0
7.9200,4.3060323443e-02,6.7518657249e-01,2.0334482451e-03,2.1176011510e+01,1.3505095362e+00,2.5000000000e-33,3.0
7.9300,4.2958669624e-02,6.7523642535e-01,2.0233852618e-03,2.1231087542e+01,1.3507258217e+00,2.5000000000e-33,3.0
7.9400,4.2857366203e-02,6.7528608815e-01,2.0133842459e-03,2.1286233014e+01,1.3509413260e+00,2.5000000000e-33,3.0
7.9500,4.2756411619e-02,6.7533556187e-01,2.0034447414e-03,2.1341447925e+01,1.3511560527e+00,2.5000000000e-33,3.0
7.9600,4.2655804321e-02,6.7538484747e-01,1.9935662965e-03,2.1396732276e+01,1.3513700055e+00,2.5000000000e-33,3.0
7.9700,4.2555542764e-02,6.7543394590e-01,1.9837484630e-03,2.1452086067e+01,1.3515831882e+00,2.5000000000e-33,3.0
7.9800,4.2455625414e-02,6.7548285811e-01,1.9739907966e-03,2.1507509299e+01,1.3517956043e+00,2.5000000000e-33,3.0
7.9900,4.2356050743e-02,6.7553158504e-01,1.9642928568e-03,2.1563001971e+01,1.3520072575e+00,2.5000000000e-33,3.0
8.0000,4.2256817232e-02,6.7558012763e-01,1.9546542068e-03,2.1618564084e+01,1.3522181514e+00,2.5000000000e-33,3.0
8.0100,4.2157923371e-02,6.7562848681e-01,1.9450744136e-03,2.1674195638e+01,1.3524282896e+00,2.5000000000e-33,3.0
8.0200,4.2059367657e-02,6.7567666349e-01,1.9355530478e-03,2.1729896633e+01,1.3526376757e+00,2.5000000000e-33,3.0
8.0300,4.1961148594e-02,6.7572465861e-01,1.9260896836e-03,2.1785667070e+01,1.3528463132e+00,2.5000000000e-33,3.0
8.0400,4.1863264696e-02,6.7577247308e-01,1.9166838989e-03,2.1841506948e+01,1.3530542056e+00,2.5000000000e-33,3.0
8.0500,4.1765714483e-02,6.7582010779e-01,1.9073352752e-03,2.1897416268e+01,1.3532613564e+00,2.5000000000e-33,3.0
8.0600,4.1668496486e-02,6.7586756366e-01,1.8980433974e-03,2.1953395029e+01,1.3534677692e+00,2.5000000000e-33,3.0
8.0700,4.1571609240e-02,6.7591484158e-01,1.8888078539e-03,2.2009443233e+01,1.3536734473e+00,2.5000000000e-33,3.0
8.0800,4.1475051289e-02,6.7596194243e-01,1.8796282368e-03,2.2065560879e+01,1.3538783942e+00,2.5000000000e-33,3.0
8.0900,4.1378821186e-02,6.7600886711e-01,1.8705041413e-03,2.2121747968e+01,1.3540826134e+00,2.5000000000e-33,3.0
8.1000,4.1282917491e-02,6.7605561649e-01,1.8614351662e-03,2.2178004499e+01,1.3542861083e+00,2.5000000000e-33,3.0
8.1100,4.1187338771e-02,6.7610219145e-01,1.8524209137e-03,2.2234330473e+01,1.3544888822e+00,2.5000000000e-33,3.0
8.1200,4.1092083601e-02,6.7614859285e-01,1.8434609893e-03,2.2290725890e+01,1.3546909385e+00,2.5000000000e-33,3.0
8.1300,4.0997150563e-02,6.7619482156e-01,1.8345550016e-03,2.2347190751e+01,1.3548922805e+00,2.5000000000e-33,3.0
8.1400,4.0902538248e-02,6.7624087843e-01,1.8257025628e-03,2.2403725054e+01,1.3550929117e+00,2.5000000000e-33,3.0
8.1500,4.0808245253e-02,6.7628676432e-01,1.8169032882e-03,2.2460328802e+01,1.3552928352e+00,2.5000000000e-33,3.0
8.1600,4.0714270183e-02,6.7633248008e-01,1.8081567962e-03,2.2517001993e+01,1.3554920543e+00,2.5000000000e-33,3.0
8.1700,4.0620611649e-02,6.7637802653e-01,1.7994627085e-03,2.2573744628e+01,1.3556905725e+00,2.5000000000e-33,3.0
8.1800,4.0527268272e-02,6.7642340453e-01,1.7908206500e-03,2.2630556707e+01,1.3558883928e+00,2.5000000000e-33,3.0
8.1900,4.0434238678e-02,6.7646861490e-01,1.7822302487e-03,2.2687438230e+01,1.3560855185e+00,2.5000000000e-33,3.0
8.2000,4.0341521501e-02,6.7651365847e-01,1.7736911354e-03,2.2744389198e+01,1.3562819529e+00,2.5000000000e-33,3.0
8.2100,4.0249115382e-02,6.7655853606e-01,1.7652029445e-03,2.2801409610e+01,1.3564776991e+00,2.5000000000e-33,3.0
8.2200,4.0157018970e-02,6.7660324849e-01,1.7567653129e-03,2.2858499468e+01,1.3566727603e+00,2.5000000000e-33,3.0
8.2300,4.0065230919e-02,6.7664779656e-01,1.7483778809e-03,2.2915658770e+01,1.3568671397e+00,2.5000000000e-33,3.0
8.2400,3.9973749893e-02,6.7669218108e-01,1.7400402915e-03,2.2972887517e+01,1.3570608404e+00,2.5000000000e-33,3.0
8.2500,3.9882574559e-02,6.7673640286e-01,1.7317521909e-03,2.3030185710e+01,1.3572538655e+00,2.5000000000e-33,3.0
8.2600,3.9791703596e-02,6.7678046269e-01,1.7235132279e-03,2.3087553348e+01,1.3574462181e+00,2.5000000000e-33,3.0
8.2700,3.9701135686e-02,6.7682436135e-01,1.7153230546e-03,2.3144990432e+01,1.3576379014e+00,2.5000000000e-33,3.0
8.2800,3.9610869518e-02,6.7686809964e-01,1.7071813256e-03,2.3202496961e+01,1.3578289184e+00,2.5000000000e-33,3.0
8.2900,3.9520903791e-02,6.7691167834e-01,1.6990876984e-03,2.3260072937e+01,1.3580192721e+00,2.5000000000e-33,3.0
8.3000,3.9431237208e-02,6.7695509823e-01,1.6910418336e-03,2.3317718359e+01,1.3582089656e+00,2.5000000000e-33,3.0
8.3100,3.9341868479e-02,6.7699836007e-01,1.6830433942e-03,2.3375433227e+01,1.3583980019e+00,2.5000000000e-33,3.0
8.3200,3.9252796322e-02,6.7704146464e-01,1.6750920463e-03,2.3433217541e+01,1.3585863841e+00,2.5000000000e-33,3.0
8.3300,3.9164019460e-02,6.7708441270e-01,1.6671874584e-03,2.3491071302e+01,1.3587741150e+00,2.5000000000e-33,3.0
8.3400,3.9075536625e-02,6.7712720500e-01,1.6593293021e-03,2.3548994510e+01,1.3589611976e+00,2.5000000000e-33,3.0
8.3500,3.8987346552e-02,6.7716984230e-01,1.6515172512e-03,2.3606987165e+01,1.3591476350e+00,2.5000000000e-33,3.0
8.3600,3.8899447986e-02,6.7721232535e-01,1.6437509826e-03,2.3665049267e+01,1.3593334300e+00,2.5000000000e-33,3.0
8.3700,3.8811839677e-02,6.7725465489e-01,1.6360301757e-03,2.3723180816e+01,1.3595185856e+00,2.5000000000e-33,3.0
8.3800,3.8724520382e-02,6.7729683166e-01,1.6283545123e-03,2.3781381813e+01,1.3597031046e+00,2.5000000000e-33,3.0
8.3900,3.8637488864e-02,6.7733885640e-01,1.6207236770e-03,2.3839652257e+01,1.3598869899e+00,2.5000000000e-33,3.0
8.4000,3.8550743892e-02,6.7738072984e-01,1.6131373570e-03,2.3897992149e+01,1.3600702445e+00,2.5000000000e-33,3.0
8.4100,3.8464284242e-02,6.7742245270e-01,1.6055952419e-03,2.3956401489e+01,1.3602528712e+00,2.5000000000e-33,3.0
8.4200,3.8378108697e-02,6.7746402572e-01,1.5980970238e-03,2.4014880276e+01,1.3604348727e+00,2.5000000000e-33,3.0
8.4300,3.8292216044e-02,6.7750544959e-01,1.5906423975e-03,2.4073428512e+01,1.3606162520e+00,2.5000000000e-33,3.0
8.4400,3.8206605079e-02,6.7754672505e-01,1.5832310599e-03,2.4132046197e+01,1.3607970118e+00,2.5000000000e-33,3.0
8.4500,3.8121274602e-02,6.7758785280e-01,1.5758627108e-03,2.4190733330e+01,1.3609771549e+00,2.5000000000e-33,3.0
8.4600,3.8036223421e-02,6.7762883354e-01,1.5685370521e-03,2.4249489911e+01,1.3611566841e+00,2.5000000000e-33,3.0
8.4700,3.7951450349e-02,6.7766966797e-01,1.5612537882e-03,2.4308315941e+01,1.3613356022e+00,2.5000000000e-33,3.0
8.4800,3.7866954205e-02,6.7771035680e-01,1.5540126259e-03,2.4367211421e+01,1.3615139118e+00,2.5000000000e-33,3.0
8.4900,3.7782733814e-02,6.7775090071e-01,1.5468132742e-03,2.4426176349e+01,1.3616916158e+00,2.5000000000e-33,3.0
8.5000,3.7698788009e-02,6.7779130039e-01,1.5396554447e-03,2.4485210727e+01,1.3618687168e+00,2.5000000000e-33,3.0
8.5100,3.7615115626e-02,6.7783155653e-01,1.5325388511e-03,2.4544314554e+01,1.3620452176e+00,2.5000000000e-33,3.0
8.5200,3.7531715509e-02,6.7787166981e-01,1.5254632095e-03,2.4603487830e+01,1.3622211207e+00,2.5000000000e-33,3.0
8.5300,3.7448586508e-02,6.7791164090e-01,1.5184282382e-03,2.4662730556e+01,1.3623964290e+00,2.5000000000e-33,3.0
8.5400,3.7365727476e-02,6.7795147048e-01,1.5114336579e-03,2.4722042732e+01,1.3625711450e+00,2.5000000000e-33,3.0
8.5500,3.7283137277e-02,6.7799115921e-01,1.5044791913e-03,2.4781424358e+01,1.3627452714e+00,2.5000000000e-33,3.0
8.5600,3.7200814776e-02,6.7803070776e-01,1.4975645635e-03,2.4840875434e+01,1.3629188108e+00,2.5000000000e-33,3.0
8.5700,3.7118758845e-02,6.7807011679e-01,1.4906895017e-03,2.4900395960e+01,1.3630917658e+00,2.5000000000e-33,3.0
8.5800,3.7036968365e-02,6.7810938696e-01,1.4838537353e-03,2.4959985937e+01,1.3632641390e+00,2.5000000000e-33,3.0
8.5900,3.6955442218e-02,6.7814851891e-01,1.4770569958e-03,2.5019645364e+01,1.3634359330e+00,2.5000000000e-33,3.0
8.6000,3.6874179295e-02,6.7818751330e-01,1.4702990170e-03,2.5079374242e+01,1.3636071503e+00,2.5000000000e-33,3.0
8.6100,3.6793178490e-02,6.7822637078e-01,1.4635795346e-03,2.5139172571e+01,1.3637777936e+00,2.5000000000e-33,3.0
8.6200,3.6712438706e-02,6.7826509197e-01,1.4568982864e-03,2.5199040350e+01,1.3639478653e+00,2.5000000000e-33,3.0
8.6300,3.6631958849e-02,6.7830367753e-01,1.4502550126e-03,2.5258977581e+01,1.3641173680e+00,2.5000000000e-33,3.0
8.6400,3.6551737830e-02,6.7834212809e-01,1.4436494549e-03,2.5318984262e+01,1.3642863042e+00,2.5000000000e-33,3.0
8.6500,3.6471774568e-02,6.7838044427e-01,1.4370813576e-03,2.5379060396e+01,1.3644546763e+00,2.5000000000e-33,3.0
8.6600,3.6392067987e-02,6.7841862670e-01,1.4305504667e-03,2.5439205980e+01,1.3646224870e+00,2.5000000000e-33,3.0
8.6700,3.6312617014e-02,6.7845667600e-01,1.4240565302e-03,2.5499421016e+01,1.3647897385e+00,2.5000000000e-33,3.0
8.6800,3.6233420584e-02,6.7849459280e-01,1.4175992982e-03,2.5559705504e+01,1.3649564335e+00,2.5000000000e-33,3.0
8.6900,3.6154477636e-02,6.7853237771e-01,1.4111785226e-03,2.5620059444e+01,1.3651225743e+00,2.5000000000e-33,3.0
8.7000,3.6075787116e-02,6.7857003133e-01,1.4047939576e-03,2.5680482836e+01,1.3652881634e+00,2.5000000000e-33,3.0
8.7100,3.5997347973e-02,6.7860755429e-01,1.3984453589e-03,2.5740975680e+01,1.3654532032e+00,2.5000000000e-33,3.0
8.7200,3.5919159162e-02,6.7864494718e-01,1.3921324843e-03,2.5801537976e+01,1.3656176960e+00,2.5000000000e-33,3.0
8.7300,3.5841219646e-02,6.7868221061e-01,1.3858550937e-03,2.5862169725e+01,1.3657816444e+00,2.5000000000e-33,3.0
8.7400,3.5763528389e-02,6.7871934517e-01,1.3796129484e-03,2.5922870926e+01,1.3659450506e+00,2.5000000000e-33,3.0
8.7500,3.5686084363e-02,6.7875635146e-01,1.3734058120e-03,2.5983641579e+01,1.3661079170e+00,2.5000000000e-33,3.0
8.7600,3.5608886545e-02,6.7879323007e-01,1.3672334498e-03,2.6044481686e+01,1.3662702460e+00,2.5000000000e-33,3.0
8.7700,3.5531933915e-02,6.7882998158e-01,1.3610956289e-03,2.6105391245e+01,1.3664320400e+00,2.5000000000e-33,3.0
8.7800,3.5455225460e-02,6.7886660659e-01,1.3549921182e-03,2.6166370258e+01,1.3665933012e+00,2.5000000000e-33,3.0
8.7900,3.5378760173e-02,6.7890310566e-01,1.3489226884e-03,2.6227418723e+01,1.3667540319e+00,2.5000000000e-33,3.0
8.8000,3.5302537050e-02,6.7893947939e-01,1.3428871120e-03,2.6288536642e+01,1.3669142346e+00,2.5000000000e-33,3.0
8.8100,3.5226555092e-02,6.7897572834e-01,1.3368851633e-03,2.6349724014e+01,1.3670739113e+00,2.5000000000e-33,3.0
8.8200,3.5150813307e-02,6.7901185309e-01,1.3309166184e-03,2.6410980840e+01,1.3672330646e+00,2.5000000000e-33,3.0
