alpha,c_initial,beta,epoch,mean_log_likelihood
2.0,0.001,7.12,1340,-2.263391079741379
2.0,0.001,7.12,1350,-2.262636497410643
2.0,0.001,7.12,1360,-2.2601916569850413
2.0,0.001,7.12,1370,-2.258592382029538
2.0,0.001,7.12,1380,-2.2578906220027686
2.0,0.001,7.12,1390,-2.258886580338832
2.0,0.001,7.12,1400,-2.2561325118222526
2.0,0.001,7.12,1410,-2.2571913566004107
2.0,0.001,7.12,1420,-2.256815991247734
2.0,0.001,7.12,1430,-2.255437527305532
2.0,0.001,7.12,1440,-2.2532205605004494
2.0,0.001,7.12,1450,-2.2559551898158703
2.0,0.001,7.12,1460,-2.253814541387306
2.0,0.001,7.12,1470,-2.251220603897829
2.0,0.001,7.12,1480,-2.251004795312667
2.0,0.001,7.12,1490,-2.2531578643218153
2.0,0.001,7.12,1500,-2.2479782315835295
2.0,0.001,7.12,1510,-2.250417695372451
2.0,0.001,7.12,1520,-2.24803928907904
2.0,0.001,7.12,1530,-2.2452518644060846
2.0,0.001,7.12,1540,-2.2462263183964093
2.0,0.001,7.12,1550,-2.2423482439681246
2.0,0.001,7.12,1560,-2.244046434528467
2.0,0.001,7.12,1570,-2.250693094789564
2.0,0.001,7.12,1580,-2.2441970069894204
2.0,0.001,7.12,1590,-2.2431538982541324
2.0,0.001,7.12,1600,-2.241646671531815
2.0,0.001,7.12,1610,-2.242526185401548
2.0,0.001,7.12,1620,-2.242298509567041
2.0,0.001,7.12,1630,-2.2404062544405194
2.0,0.001,7.12,1640,-2.2387904338224947
2.0,0.001,7.12,1650,-2.239328561206335
2.0,0.001,7.12,1660,-2.2399973297734146
2.0,0.001,7.12,1670,-2.2374204131228934
2.0,0.001,7.12,1680,-2.240767792886312
2.0,0.001,7.12,1690,-2.23745194055727
2.0,0.001,7.12,1700,-2.232772035937825
2.0,0.001,7.12,1710,-2.2342377290727238
2.0,0.001,7.12,1720,-2.2373063444414605
2.0,0.001,7.12,1730,-2.235250364744368
2.0,0.001,7.12,1740,-2.2316160604640767
2.0,0.001,7.12,1750,-2.232359809998326
2.0,0.001,7.12,1760,-2.2301597405525033
2.0,0.001,7.12,1770,-2.2284588442742055
2.0,0.001,7.12,1780,-2.234398529347539
2.0,0.001,7.12,1790,-2.2335555260778275
2.0,0.001,7.12,1800,-2.231193622967277
2.0,0.001,7.12,1810,-2.2286919962865217
2.0,0.001,7.12,1820,-2.2308082166132737
2.0,0.001,7.12,1830,-2.2288045170313424
2.0,0.001,7.12,1840,-2.2243714108453236
2.0,0.001,7.12,1850,-2.2226575343450055
2.0,0.001,7.12,1860,-2.223968227412276
2.0,0.001,7.12,1870,-2.226248620912958
2.0,0.001,7.12,1880,-2.2254257416201395
2.0,0.001,7.12,1890,-2.224204929255574
2.0,0.001,7.12,1900,-2.221779789790141
2.0,0.001,7.12,1910,-2.226404786383754
2.0,0.001,7.12,1920,-2.222453429202631
2.0,0.001,7.12,1930,-2.221790956497065
2.0,0.001,7.12,1940,-2.2222054854908153
2.0,0.001,7.12,1950,-2.222358729094923
2.0,0.001,7.12,1960,-2.2214386401348616
2.0,0.001,7.12,1970,-2.222314114750885
2.0,0.001,7.12,1980,-2.217708469417792
2.0,0.001,7.12,1990,-2.217629027788158
2.0,0.001,7.12,2000,-2.218121567958428
