Epoch,beta_max/4,beta_max,4beta_max
595,-15.756404,-15.577248,-15.652315
596,-15.754547,-15.574844,-15.652469
597,-15.752563,-15.574129,-15.652334
598,-15.750452,-15.572296,-15.650563
599,-15.748540,-15.570639,-15.648913
600,-15.747422,-15.569065,-15.646981
601,-15.745223,-15.566746,-15.646464
602,-15.743920,-15.565007,-15.646043
603,-15.741812,-15.563244,-15.644798
604,-15.739311,-15.561145,-15.644519
605,-15.736946,-15.559428,-15.643310
606,-15.735646,-15.558828,-15.642568
607,-15.733927,-15.557445,-15.641773
608,-15.732277,-15.555888,-15.640985
609,-15.731064,-15.554037,-15.638959
610,-15.729539,-15.552274,-15.638443
611,-15.727689,-15.550720,-15.636387
612,-15.726459,-15.548957,-15.635195
613,-15.724419,-15.547293,-15.633366
614,-15.722125,-15.545829,-15.631274
615,-15.720420,-15.543918,-15.630775
616,-15.719039,-15.543228,-15.630288
617,-15.718012,-15.542280,-15.628553
618,-15.716463,-15.540763,-15.626540
619,-15.715296,-15.539466,-15.626292
620,-15.713465,-15.538170,-15.626419
621,-15.712191,-15.536547,-15.625074
622,-15.710847,-15.536022,-15.624048
623,-15.709804,-15.534680,-15.623857
624,-15.708551,-15.532971,-15.622565
625,-15.707217,-15.531818,-15.622041
626,-15.705386,-15.530708,-15.621177
627,-15.704091,-15.529821,-15.622497
628,-15.702961,-15.528849,-15.621368
629,-15.701300,-15.527085,-15.620738
630,-15.699292,-15.525672,-15.618700
631,-15.697839,-15.524707,-15.618044
632,-15.695810,-15.523290,-15.616985
633,-15.693315,-15.521787,-15.615916
634,-15.692224,-15.520186,-15.615312
635,-15.691045,-15.519410,-15.614452
636,-15.689923,-15.517800,-15.613497
637,-15.688052,-15.516462,-15.611462
638,-15.686830,-15.515480,-15.610609
639,-15.686332,-15.513993,-15.610426
640,-15.684103,-15.512796,-15.608952
641,-15.681830,-15.512315,-15.608139
642,-15.680741,-15.510937,-15.606681
643,-15.679828,-15.509409,-15.604645
644,-15.678282,-15.508639,-15.602143
645,-15.676578,-15.507663,-15.601219
646,-15.675383,-15.506089,-15.599963
647,-15.673712,-15.504544,-15.599093
648,-15.672321,-15.504046,-15.598530
649,-15.671227,-15.502871,-15.597787
650,-15.669468,-15.501136,-15.598134
651,-15.667562,-15.500046,-15.597926
652,-15.666182,-15.499285,-15.596742
653,-15.664763,-15.497974,-15.595830
654,-15.663527,-15.496915,-15.596237
655,-15.662676,-15.495765,-15.595764
656,-15.660324,-15.494078,-15.593203
657,-15.658348,-15.492906,-15.592546
658,-15.656218,-15.491244,-15.590927
659,-15.655539,-15.489716,-15.590035
660,-15.653864,-15.488233,-15.588659
661,-15.652348,-15.486514,-15.587406
662,-15.651189,-15.485609,-15.586519
663,-15.649550,-15.483855,-15.584386
664,-15.647924,-15.482439,-15.582840
665,-15.646445,-15.481880,-15.582763
666,-15.645512,-15.481297,-15.581907
667,-15.644141,-15.479886,-15.581520
668,-15.642594,-15.477894,-15.579539
669,-15.641386,-15.477385,-15.579583
670,-15.640719,-15.476982,-15.579222
671,-15.640083,-15.476091,-15.577779
672,-15.638537,-15.475596,-15.577653
673,-15.637539,-15.474447,-15.576752
674,-15.635586,-15.472962,-15.575684
675,-15.634580,-15.471588,-15.574961
676,-15.632780,-15.471202,-15.573909
677,-15.631413,-15.469793,-15.573980
678,-15.630694,-15.469165,-15.572106
679,-15.629127,-15.467342,-15.571593
680,-15.628071,-15.465920,-15.570496
681,-15.626866,-15.464760,-15.569803
682,-15.624984,-15.464039,-15.569262
683,-15.623419,-15.463070,-15.567890
684,-15.622432,-15.462348,-15.566958
685,-15.620084,-15.461760,-15.566136
686,-15.619270,-15.459961,-15.564684
687,-15.617920,-15.458166,-15.564512
688,-15.616029,-15.457039,-15.563117
689,-15.614275,-15.455864,-15.562314
690,-15.612098,-15.454189,-15.561052
691,-15.610118,-15.453089,-15.560067
692,-15.609340,-15.452162,-15.560166
693,-15.607340,-15.450528,-15.559835
694,-15.606508,-15.450219,-15.559394
695,-15.605469,-15.448593,-15.558134
